,0,1
27,2005-09-20,2.477944687428572
28,2005-09-21,2.563185324714285
29,2005-09-22,2.6484259619999997
30,2005-09-23,2.913159473285714
31,2005-09-24,3.1778929845714283
32,2005-09-25,3.442626495857142
33,2005-09-26,3.707360007142857
34,2005-09-27,3.9720935184285713
35,2005-09-28,4.236827029714286
36,2005-09-29,4.501560541
37,2005-09-30,4.639679851
38,2005-10-01,4.777799161
39,2005-10-02,4.915918471
40,2005-10-03,5.054037781
41,2005-10-04,5.192157091
42,2005-10-05,5.330276401
43,2005-10-06,5.468395711
44,2005-10-07,5.766414622428572
45,2005-10-08,6.064433533857143
46,2005-10-09,6.3624524452857125
47,2005-10-10,6.660471356714286
0,2005-10-11,6.9584902681428575
1,2005-10-12,7.256509179571428
2,2005-10-13,7.554528091
3,2005-10-14,7.5180632321428575
4,2005-10-15,7.481598373285714
5,2005-10-16,7.445133514428571
6,2005-10-17,7.408668655571429
7,2005-10-18,7.3722037967142855
8,2005-10-19,7.335738937857142
9,2005-10-20,7.299274079
10,2005-10-21,7.1834281142857135
11,2005-10-22,7.067582149571428
12,2005-10-23,6.951736184857143
13,2005-10-24,6.835890220142857
14,2005-10-25,6.720044255428571
15,2005-10-26,6.604198290714287
16,2005-10-27,6.488352326
17,2005-10-28,6.485576852
18,2005-10-29,6.482801378
19,2005-10-30,6.480025904
20,2005-10-31,6.47725043
21,2005-11-01,6.474474956
22,2005-11-02,6.471699481999999
23,2005-11-03,6.468924007999999
24,2005-11-04,6.376818850714287
25,2005-11-05,6.2847136934285714
26,2005-11-06,6.192608536142857
27,2005-11-07,6.100503378857143
28,2005-11-08,6.008398221571428
29,2005-11-09,5.916293064285715
30,2005-11-10,5.824187907000001
31,2005-11-11,5.748198137285716
32,2005-11-12,5.672208367571429
33,2005-11-13,5.596218597857144
34,2005-11-14,5.520228828142859
35,2005-11-15,5.444239058428574
36,2005-11-16,5.368249288714286
37,2005-11-17,5.292259519
38,2005-11-18,5.512401337000001
39,2005-11-19,5.732543155
40,2005-11-20,5.952684972999999
41,2005-11-21,6.172826790999999
42,2005-11-22,6.3929686089999995
43,2005-11-23,6.6131104270000005
44,2005-11-24,6.833252245
45,2005-11-25,7.084351605428572
46,2005-11-26,7.3354509658571425
47,2005-11-27,7.586550326285714
48,2005-11-28,7.837649686714285
49,2005-11-29,8.088749047142857
50,2005-11-30,8.339848407571427
51,2005-12-01,8.590947768
52,2005-12-02,8.452490643285714
53,2005-12-03,8.314033518571428
54,2005-12-04,8.175576393857144
55,2005-12-05,8.037119269142858
56,2005-12-06,7.898662144428571
57,2005-12-07,7.760205019714286
58,2005-12-08,7.621747895
59,2005-12-09,7.735558861571429
60,2005-12-10,7.849369828142858
61,2005-12-11,7.963180794714288
62,2005-12-12,8.076991761285715
63,2005-12-13,8.190802727857143
64,2005-12-14,8.304613694428571
65,2005-12-15,8.418424661
66,2005-12-16,8.566873369857143
67,2005-12-17,8.715322078714285
68,2005-12-18,8.863770787571427
69,2005-12-19,9.012219496428571
70,2005-12-20,9.160668205285713
71,2005-12-21,9.309116914142855
72,2005-12-22,9.457565622999999
73,2005-12-23,9.175991692142855
74,2005-12-24,8.894417761285712
75,2005-12-25,8.61284383042857
76,2005-12-26,8.331269899571428
77,2005-12-27,8.049695968714285
78,2005-12-28,7.768122037857142
79,2005-12-29,7.486548107000001
80,2005-12-30,8.098212104571429
81,2005-12-31,8.709876102142857
82,2006-01-01,9.321540099714282
83,2006-01-02,9.933204097285714
84,2006-01-03,10.544868094857144
85,2006-01-04,11.156532092428572
86,2006-01-05,11.76819609
87,2006-01-06,12.066023961428574
88,2006-01-07,12.363851832857142
89,2006-01-08,12.661679704285715
90,2006-01-09,12.959507575714285
91,2006-01-10,13.257335447142856
92,2006-01-11,13.555163318571427
93,2006-01-12,13.85299119
94,2006-01-13,13.63763987
95,2006-01-14,13.42228855
96,2006-01-15,13.20693723
97,2006-01-16,12.99158591
98,2006-01-17,12.77623459
99,2006-01-18,12.56088327
100,2006-01-19,12.34553195
101,2006-01-20,12.274250897142856
102,2006-01-21,12.202969844285715
103,2006-01-22,12.131688791428573
104,2006-01-23,12.06040773857143
105,2006-01-24,11.989126685714286
106,2006-01-25,11.917845632857144
107,2006-01-26,11.84656458
108,2006-01-27,12.84768224
109,2006-01-28,13.8487999
110,2006-01-29,14.84991756
111,2006-01-30,15.85103522
112,2006-01-31,16.85215288
113,2006-02-01,17.85327054
114,2006-02-02,18.8543882
115,2006-02-03,19.70076384142857
116,2006-02-04,20.54713948285714
117,2006-02-05,21.393515124285713
118,2006-02-06,22.23989076571429
119,2006-02-07,23.08626640714286
120,2006-02-08,23.93264204857143
121,2006-02-09,24.77901769
122,2006-02-10,24.874946974285717
123,2006-02-11,24.97087625857143
124,2006-02-12,25.066805542857146
125,2006-02-13,25.162734827142852
126,2006-02-14,25.25866411142857
127,2006-02-15,25.35459339571429
128,2006-02-16,25.45052268
129,2006-02-17,24.536485985714286
130,2006-02-18,23.62244929142857
131,2006-02-19,22.708412597142853
132,2006-02-20,21.79437590285714
133,2006-02-21,20.880339208571428
134,2006-02-22,19.966302514285715
135,2006-02-23,19.05226582
136,2006-02-24,18.494611797142856
137,2006-02-25,17.93695777428571
138,2006-02-26,17.379303751428573
139,2006-02-27,16.82164972857143
140,2006-02-28,16.263995705714287
141,2006-03-01,15.706341682857143
142,2006-03-02,15.14868766
143,2006-03-03,14.859228035714288
144,2006-03-04,14.569768411428573
145,2006-03-05,14.280308787142856
146,2006-03-06,13.990849162857144
147,2006-03-07,13.70138953857143
148,2006-03-08,13.411929914285714
149,2006-03-09,13.12247029
150,2006-03-10,13.333396267142858
151,2006-03-11,13.544322244285715
152,2006-03-12,13.755248221428573
153,2006-03-13,13.96617419857143
154,2006-03-14,14.177100175714287
155,2006-03-15,14.388026152857144
156,2006-03-16,14.59895213
157,2006-03-17,14.60378162
158,2006-03-18,14.60861111
159,2006-03-19,14.6134406
160,2006-03-20,14.61827009
161,2006-03-21,14.62309958
162,2006-03-22,14.62792907
163,2006-03-23,14.63275856
164,2006-03-24,14.562123137142857
165,2006-03-25,14.491487714285714
166,2006-03-26,14.420852291428574
167,2006-03-27,14.350216868571428
168,2006-03-28,14.279581445714285
169,2006-03-29,14.208946022857145
170,2006-03-30,14.1383106
171,2006-03-31,13.344421229714285
172,2006-04-01,12.550531859428572
173,2006-04-02,11.756642489142857
174,2006-04-03,10.962753118857142
175,2006-04-04,10.168863748571429
176,2006-04-05,9.374974378285714
177,2006-04-06,8.581085007999999
178,2006-04-07,8.20250202542857
179,2006-04-08,7.823919042857143
180,2006-04-09,7.4453360602857135
181,2006-04-10,7.066753077714285
182,2006-04-11,6.688170095142857
183,2006-04-12,6.309587112571428
184,2006-04-13,5.93100413
185,2006-04-14,5.875346860857142
186,2006-04-15,5.819689591714286
187,2006-04-16,5.7640323225714285
188,2006-04-17,5.708375053428572
189,2006-04-18,5.652717784285715
190,2006-04-19,5.597060515142858
191,2006-04-20,5.541403246000002
192,2006-04-21,5.524514035857144
193,2006-04-22,5.507624825714286
194,2006-04-23,5.4907356155714275
195,2006-04-24,5.473846405428572
196,2006-04-25,5.456957195285715
197,2006-04-26,5.440067985142857
198,2006-04-27,5.423178775
199,2006-04-28,5.168627148000001
200,2006-04-29,4.914075521
201,2006-04-30,4.659523894
202,2006-05-01,4.404972267
203,2006-05-02,4.15042064
204,2006-05-03,3.895869013
205,2006-05-04,3.6413173860000003
206,2006-05-05,3.616662224571429
207,2006-05-06,3.5920070631428573
208,2006-05-07,3.5673519017142863
209,2006-05-08,3.542696740285715
210,2006-05-09,3.518041578857144
211,2006-05-10,3.493386417428572
212,2006-05-11,3.4687312560000003
213,2006-05-12,3.437683662428572
214,2006-05-13,3.406636068857144
215,2006-05-14,3.375588475285715
216,2006-05-15,3.3445408817142863
217,2006-05-16,3.3134932881428574
218,2006-05-17,3.282445694571429
219,2006-05-18,3.2513981010000004
220,2006-05-19,3.2605426851428576
221,2006-05-20,3.2696872692857144
222,2006-05-21,3.2788318534285716
223,2006-05-22,3.2879764375714284
224,2006-05-23,3.297121021714286
225,2006-05-24,3.306265605857143
226,2006-05-25,3.31541019
227,2006-05-26,3.1510074748571437
228,2006-05-27,2.9866047597142864
229,2006-05-28,2.8222020445714286
230,2006-05-29,2.6577993294285718
231,2006-05-30,2.4933966142857145
232,2006-05-31,2.3289938991428576
233,2006-06-01,2.1645911840000003
234,2006-06-02,2.226532156
235,2006-06-03,2.288473128
236,2006-06-04,2.3504141
237,2006-06-05,2.4123550720000004
238,2006-06-06,2.4742960440000004
239,2006-06-07,2.5362370160000003
240,2006-06-08,2.598177988
241,2006-06-09,2.457873891
242,2006-06-10,2.317569794
243,2006-06-11,2.177265697
244,2006-06-12,2.0369616
245,2006-06-13,1.8966575030000001
246,2006-06-14,1.756353406
247,2006-06-15,1.616049309
248,2006-06-16,1.6763165982857144
249,2006-06-17,1.7365838875714288
250,2006-06-18,1.7968511768571431
251,2006-06-19,1.8571184661428568
252,2006-06-20,1.9173857554285716
253,2006-06-21,1.977653044714286
254,2006-06-22,2.0379203340000003
255,2006-06-23,2.036420023857143
256,2006-06-24,2.034919713714286
257,2006-06-25,2.0334194035714286
258,2006-06-26,2.031919093428572
259,2006-06-27,2.0304187832857146
260,2006-06-28,2.0289184731428573
261,2006-06-29,2.027418163
262,2006-06-30,1.912929627714285
263,2006-07-01,1.7984410924285714
264,2006-07-02,1.6839525571428573
265,2006-07-03,1.5694640218571427
